Quarter,Campus,Item,Course.ID,Title,CREDIT,TYPE.days,Time,Room,Instructor,Enrolled,divider,classCap,Wait.List,FTES.TOTAL,FTES.STATE,Clustered,Type
Fall 2012,South,37,ART 299  06,SPECIAL PROBLEMS IN ART,5,Arr,AR:R M,TBA,Lobb ,1,/,5,0,0.1,0.1,0031B232,
Fall 2012,South,50,ENGL&101  01,ENGLISH COMPOSITION I,5,DAILY,7:00 AM,OLY0101,"Newman, M. ",25,/,28,0,8.3,7,,
Fall 2012,South,51,ENGL&101  02,ENGLISH COMPOSITION I,5,DAILY,8:00 AM,OLY0101,"Newman, M. ",30,/,28,0,10,6,,
Fall 2012,South,52,ENGL&101  08,ENGLISH COMPOSITION I,5,DAILY,9:00 AM,RAH0304,Gilman ,11,/,28,0,3.7,2.3,,
Fall 2012,South,53,ENGL&101  04,ENGLISH COMPOSITION I,5,DAILY,9:00 AM,OLY0101,Bean ,28,/,28,0,9.3,6,,
Fall 2012,South,54,ENGL&101  05,ENGLISH COMPOSITION I,5,DAILY,9:00 AM,OLY0103,McKnight ,29,/,28,0,9.7,6.7,,
Fall 2012,South,55,ENGL&101  06,ENGLISH COMPOSITION I,5,DAILY,10:00 AM,OLY0101,"McKendry, A ",30,/,28,0,10,6,,
Fall 2012,South,56,ENGL&101  07,ENGLISH COMPOSITION I,5,DAILY,11:00 AM,OLY0101,Dela-Cruz ,27,/,28,0,9,5,,
Fall 2012,South,57,ENGL&101  08,ENGLISH COMPOSITION I,5,MWF,12:00 PM,OLY0101,Walsh ,27,/,28,0,9,8.7,,
Fall 2012,South,58,ENGL&101  09,ENGLISH COMPOSITION I,5,DAILY,2:00 PM,OLY0103,Hickey ,25,/,28,0,8.3,4.3,0058B232,
Fall 2012,South,59,ENGL&101  03,ENGLISH COMPOSITION I,5,DAILY,8:00 AM,OLY0103,McKnight ,30,/,28,0,10,5.7,,
Fall 2012,South,60,ENGL&102  01,COMPOSITION II,5,DAILY,8:00 AM,UNI0201,Pierce ,21,/,28,0,7,5.3,,
Fall 2012,South,61,ENGL&102  02,COMPOSITION II,5,DAILY,9:00 AM,UNI0201,Quillian ,21,/,28,0,7,6,,
Fall 2012,South,62,ENGL&102  03,COMPOSITION II,5,DAILY,10:00 AM,UNI0201,Quillian ,27,/,28,0,9,7,,
Fall 2012,South,63,ENGL&102  04,COMPOSITION II,5,DAILY,11:00 AM,UNI0201,Whitham ,23,/,28,0,7.7,5.7,,
Fall 2012,South,64,ENGL&102  05,COMPOSITION II,5,MWF,12:00 PM,UNI0201,Dela-Cruz ,28,/,28,0,9.3,7.7,,
Fall 2012,South,66,ENGL 079  99,ENGLISH SAT PREP,2,Sa,8:00 AM,UNI0200,Quillian ,22,/,27,0,2.9,2.9,,
Fall 2012,South,67,MATH 079  99,MATH SAT PREP,2,Sa,12:00 PM,UNI0200,Ursino ,21,/,27,0,2.8,2.8,,
Fall 2012,South,71,ENGL 151  01,CREATIVE WRITING,5,MWF,11:00 AM,OLY0103,Hickey ,13,/,30,0,4.3,4,,
Fall 2012,South,77,ENGL&245  01,AMERICAN LITERATURE II,5,DAILY,10:00 AM,RAH0210,Thompson ,27,/,30,0,9,7.7,,
Fall 2012,South,80,ENGL&101  99,ENGLISH COMPOSITION I,5,Sa,8:00 AM,UNI0203,"Pane, M ",17,/,28,0,5.7,4.3,,
Fall 2012,South,81,ENGL 260  01,ASIAN AMERICAN LIT,5,DAILY,9:00 AM,UNI0200,Dela-Cruz ,22,/,35,0,7.3,6,,
Fall 2012,South,83,SPAN&121  01,SPANISH I,5,DAILY,8:00 AM,RAH0310,"Tran,A ",12,/,30,0,4,3.7,,
Fall 2012,South,84,SPAN&121  02,SPANISH I,5,DAILY,9:00 AM,RAH0310,"Tran,A ",30,/,30,0,10,7.3,,
Fall 2012,South,86,SPAN&121  04,SPANISH I,5,DAILY,11:00 AM,RAH0309,Brauburger ,32,/,30,0,10.7,8,,
Fall 2012,South,101,MUSC 126  01,BEG. GROUP PIANO 1ST QTR,2,MWF,9:00 AM,RSB0087,Schmidt ,9,/,20,0,1.2,1.1,0101B232,
Fall 2012,South,102,MUSC 127  01,BEG. GROUP PIANO 2ND QTR,2,MWF,9:00 AM,RSB0087,Schmidt ,4,/,20,0,0.5,0.4,0101B232,
Fall 2012,South,103,MUSC 128  01,BEG. GROUP PIANO 3RD QTR,2,MWF,9:00 AM,RSB0087,Schmidt ,2,/,20,0,0.3,0,0101B232,
Fall 2012,South,104,MUSC 221  01,GROUP PIANO 4TH QTR,2,MWF,9:00 AM,RSB0087,Schmidt ,1,/,20,0,0.1,0.1,0101B232,
Fall 2012,South,105,MUSC 222  01,GROUP PIANO 5TH QTR,2,MWF,9:00 AM,RSB0087,Schmidt ,1,/,20,0,0.1,0.1,0101B232,
Fall 2012,South,117,JAPN&121  25,JAPANESE I,5,TTh,6:00 PM,UNI0201,Levin ,19,/,35,0,6.3,5,,
Fall 2012,South,129,EDUC 200  01,PEER TUTORING,5,T,5:00 PM,RSB0012,Tillman ,4,/,25,0,0.6,0.6,0129B232,
Fall 2012,South,139,MUSC 110  01,INTRO TO WORLD MUSIC,5,DAILY,9:00 AM,RSB0080,Herd ,18,/,35,0,6,5,0139B232,
Fall 2012,South,140,MUSC 116  01,ROCK MUSIC I,5,DAILY,11:00 AM,RSB0080,Schmidt ,26,/,35,0,8.7,7,,
Fall 2012,South,142,MUSC 119  01,BEG. GROUP INST: VOICE,2,MWTh,12:00 PM,RSB0080,Herd ,8,/,25,0,1.1,0.9,0142B232,
Fall 2012,South,143,MUSC 126  02,BEG. GROUP PIANO 1ST QTR,2,MWF,10:00 AM,RSB0087,Schmidt ,10,/,20,0,1.3,0.9,0143B232,
Fall 2012,South,144,MUSC 127  02,BEG. GROUP PIANO 2ND QTR,2,MWF,10:00 AM,RSB0087,Schmidt ,4,/,20,0,0.5,0.3,0143B232,
Fall 2012,South,145,MUSC 128  02,BEG. GROUP PIANO 3RD QTR,2,MWF,10:00 AM,RSB0087,Schmidt ,4,/,20,0,0.5,0.3,0143B232,
Fall 2012,South,149,MUSC 120  01,INT. GROUP INST: VOICE,2,MWTh,12:00 PM,RSB0080,Herd ,2,/,25,0,0.3,0.1,0142B232,
Fall 2012,South,166,MUSC 140  01,COLLEGE CHOIR,5,DAILY,10:00 AM,RSB0080,Herd ,35,/,40,0,11.7,7.7,0166B232,
Fall 2012,South,167,MUSC 140  02,COLLEGE CHOIR,3,MWF,10:00 AM,RSB0080,Herd ,6,/,5,0,1.2,1.2,0166B232,
Fall 2012,South,176,MUSC 126  03,BEG. GROUP PIANO 1ST QTR,2,MWF,11:00 AM,RSB0087,Kincaid ,11,/,20,0,1.5,1.1,0176B232,
Fall 2012,South,177,MUSC 127  03,BEG. GROUP PIANO 2ND QTR,2,MWF,11:00 AM,RSB0087,Kincaid ,3,/,20,0,0.4,0.3,0176B232,
Fall 2012,South,178,MUSC 128  03,BEG. GROUP PIANO 3RD QTR,2,MWF,11:00 AM,RSB0087,Kincaid ,1,/,20,0,0.1,0.1,0176B232,
Fall 2012,South,180,MUSC 222  03,GROUP PIANO 5TH QTR,2,MWF,11:00 AM,RSB0087,Kincaid ,1,/,1,0,0.1,0.1,0176B232,
Fall 2012,South,181,MUSC 223  03,GROUP PIANO 6TH QTR,2,MWF,11:00 AM,RSB0087,Kincaid ,1,/,20,0,0.1,0.1,0176B232,
Fall 2012,South,186,SPAN&122  01,SPANISH II,5,DAILY,10:00 AM,RAH0309,Brauburger ,11,/,30,0,3.7,3.7,,
Fall 2012,South,187,SPAN&123  01,SPANISH III,5,DAILY,10:00 AM,RAH0310,"Tran,A ",20,/,30,0,6.7,3,,
Fall 2012,South,189,SPAN&121  25,SPANISH I,5,MW,6:00 PM,UNI0201,Spannagel ,16,/,30,0,5.3,4,,
Fall 2012,South,191,CMST&101  01,INTRODUCTION TO COMM,5,DAILY,8:00 AM,UNI0202,Pellman ,26,/,28,0,8.7,7.3,,
Fall 2012,South,192,CMST&101  02,INTRODUCTION TO COMM,5,DAILY,10:00 AM,UNI0202,Pellman ,29,/,28,0,9.7,6.7,,
Fall 2012,South,193,CMST&101  03,INTRODUCTION TO COMM,5,DAILY,12:00 PM,UNI0202,Oehlschlaege,26,/,28,0,8.7,7,,
Fall 2012,South,194,CMST&101  77,INTRODUCTION TO COMM,5,HYBRID - Th,6:00 PM,UNI0202,Oehlschlaege,21,/,25,0,7,5,,
Fall 2012,South,195,CMST&220  25,PUBLIC SPEAKING,5,MW,6:00 PM,UNI0202,Jankus ,15,/,20,0,5,3.7,,
Fall 2012,South,196,CMST&220  01,PUBLIC SPEAKING,5,DAILY,9:00 AM,UNI0202,Pellman ,22,/,20,0,7.3,4.7,,
Fall 2012,South,199,CMST&220  02,PUBLIC SPEAKING,5,DAILY,11:00 AM,UNI0202,Pellman ,22,/,20,0,7.3,7.3,,
Fall 2012,South,208,MATH 102  01,COLLEGE ALGEBRA,5,DAILY,9:00 AM,RAH0301,Dorman ,23,/,35,0,7.7,5,,
Fall 2012,South,209,MATH 102  02,COLLEGE ALGEBRA,5,DAILY,10:00 AM,RAH0301,Downs ,18,/,35,0,6,5.3,,
Fall 2012,South,210,MATH 102  03,COLLEGE ALGEBRA,5,DAILY,12:00 PM,RAH0205,Llewelyn ,32,/,35,0,10.7,9.7,0210B232,
Fall 2012,South,214,MATH&141  01,PRECALCULUS I,5,DAILY,8:00 AM,OLY0100,Post F. ,22,/,35,0,7.3,5.7,,
Fall 2012,South,215,MATH&141  02,PRECALCULUS I,5,DAILY,11:00 AM,RAH0217,Mc Arthur ,28,/,35,0,9.3,8,,
Fall 2012,South,230,MATH&142  01,PRECALCULUS II,5,DAILY,8:00 AM,UNI0203,"Lyman, H. ",38,/,35,0,12.7,10.7,,
Fall 2012,South,232,MATH&151  01,CALCULUS I,5,DAILY,8:00 AM,RAH0312,Zou ,37,/,35,0,12.3,7.7,,
Fall 2012,South,235,MATH&151  25,CALCULUS I,5,MW,6:00 PM,RAH0218,Park ,34,/,35,0,11.3,7.3,,
Fall 2012,South,236,MATH&152  02,CALCULUS II,5,DAILY,12:00 PM,UNI0203,"Lyman, H. ",19,/,35,0,6.3,4.3,,
Fall 2012,South,237,MATH&152  01,CALCULUS II,5,DAILY,7:00 AM,UNI0203,"Lyman, H. ",23,/,35,0,7.7,5.7,,
Fall 2012,South,238,MATH&153  01,CALCULUS III,5,DAILY,8:00 AM,RAH0216,Downs ,23,/,35,0,7.7,5.7,,
Fall 2012,South,239,MATH&142  CH,PRECALCULUS 2,5,Arr,AR:R M,OFF,Ursino ,19,/,35,0,6.3,0,,
Fall 2012,South,248,MATH 238  01,DIFFERENTIAL EQUATIONS,5,DAILY,11:00 AM,RAH0312,Dorman ,17,/,35,0,5.7,4.7,,
Fall 2012,South,252,PEC 110  01,AEROBICS,2,TTh,9:00 AM,MPB0005,Delapena ,5,/,25,0,0.7,0.4,0252B232,
Fall 2012,South,253,PEC 299  01,INDEPENDENT STUDY,5,Arr,AR:R M,TBA,Delapena ,1,/,5,0,0.2,0.2,0252B232,
Fall 2012,South,254,PEC 165  01,BODY CONDITIONING,2,TTh,10:00 AM,MPB0005,Delapena ,13,/,25,0,1.7,1.5,0254B232,
Fall 2012,South,256,PEC 136  01,YOGA,2,T,12:00 PM,MPB0005,Dormaier ,19,/,25,0,2.5,1.6,0256B232,
Fall 2012,South,257,PEC 299  03,INDEPENDENT STUDY,5,Arr,AR:R M,TBA,Dormaier ,1,/,5,0,0,0,0256B232,
Fall 2012,South,258,PEC 136  25,YOGA,2,T,6:00 PM,MPB0005,Dormaier ,23,/,25,0,3.1,0.9,0258B232,
Fall 2012,South,259,PEC 299  25,INDEPENDENT STUDY,5,Arr,AR:R M,TBA,Dormaier ,7,/,5,0,0,0,0258B232,
Fall 2012,South,260,PEC 136  02,YOGA,2,W,12:00 PM,MPB0005,Dormaier ,11,/,25,0,1.5,1.1,0260B232,
Fall 2012,South,262,PEC 150  01,PHYSICAL FITNESS,3,MWF,9:00 AM,MPB,Boehm ,8,/,25,0,1.6,1.2,0262B232,
Fall 2012,South,263,PEC 151  01,PHYSICAL FITNESS,3,MWF,9:00 AM,MPB,Boehm ,3,/,25,0,0.6,0.4,0262B232,
Fall 2012,South,264,PEC 150  02,PHYSICAL FITNESS,3,MWF,10:00 AM,MPB,Mandell ,11,/,25,0,2.2,1.4,0264B232,
Fall 2012,South,265,PEC 151  02,PHYSICAL FITNESS,3,MWF,10:00 AM,MPB,Mandell ,3,/,25,0,0.6,0.4,0264B232,
Fall 2012,South,270,PEC 133  01,SOCCER,2,T,6:00 PM,MPB,Boehm ,10,/,30,0,1.3,0.7,0270B232,
Fall 2012,South,280,ANTH&206  01,CULTURAL ANTHROPOLOGY,5,DAILY,9:00 AM,RAH0212,Mc Crath ,34,/,35,0,11.3,10.3,0280B232,
Fall 2012,South,293,ASTR&100  01,SURVEY OF ASTRONOMY,5,DAILY,10:00 AM,RAH0304,"Coskey, T. ",36,/,35,0,12,9.3,0293B232,
Fall 2012,South,306,BIOL&160  01,GENERAL BIOLOGY W/LAB,5,MWF,8:00 AM,OLY0305,Forough ,22,/,27,0,7.3,6.3,,
Fall 2012,South,307,BIOL&160  99,GENERAL BIOLOGY W/LAB,5,Sa,8:00 AM,OLY0305,Herbig ,18,/,27,0,6,4.7,,
Fall 2012,South,308,BIOL&160  25,GENERAL BIOLOGY W/LAB,5,TTh,6:00 PM,OLY0305,Fox ,18,/,27,0,6,5.3,,
Fall 2012,South,309,BIOL&160  02,GENERAL BIOLOGY W/LAB,5,MWF,10:00 AM,OLY0305,Kang ,26,/,27,0,8.7,7,,
Fall 2012,South,310,BIOL&160  03,GENERAL BIOLOGY W/LAB,5,TThF,10:00 AM,OLY0307,Higa ,23,/,27,0,7.7,7,,
Fall 2012,South,316,BIOL&260  01,MICROBIOLOGY,5,MWF,8:00 AM,OLY0307,Kang ,19,/,27,0,6.3,6.3,,
Fall 2012,South,336,BIOL&211  01,MAJORS CELLULAR,5,MW,12:00 PM,OLY0305,Bauman ,27,/,27,0,9,7,,
Fall 2012,South,337,BIOL&211  25,MAJORS CELLULAR,5,MW,6:00 PM,OLY0305,Forson ,20,/,27,0,6.7,5.7,,
Fall 2012,South,340,CHEM&139  01,GENERAL CHEMISTRY PREP,5,DAILY,11:00 AM,OLY0100,"Westphal, S.",32,/,30,0,10.7,8,,
Fall 2012,South,342,CHEM&139  25,GENERAL CHEMISTRY PREP,5,TTh,6:00 PM,OLY0105,Solyanik ,23,/,30,0,7.7,6.3,,
Fall 2012,South,346,HEA 125  01,HEALTH AND WELLNESS,5,DAILY,12:00 PM,RAH0212,Kapp ,17,/,35,0,5.7,3,,
Fall 2012,South,352,CHEM&121  01,INTRO TO CHEMISTRY,5,MWF,8:00 AM,OLY0304,Ashcraft ,23,/,27,0,7.7,6.3,,
Fall 2012,South,353,CHEM&121  25,INTRO TO CHEMISTRY,5,MW,6:00 PM,OLY0304,Solyanik ,27,/,27,0,9,6.3,,
Fall 2012,South,354,CHEM&121  99,INTRO TO CHEMISTRY,5,Sa,8:00 AM,OLY0304,Sprafka ,21,/,27,0,7,7,,
Fall 2012,South,355,CHEM&121  02,INTRO TO CHEMISTRY,5,TThF,12:00 PM,OLY0304,Sprafka ,26,/,27,0,8.7,8,,
Fall 2012,South,356,CHEM&122  01,INTRO TO ORGANIC CHEM,5,TThF,8:00 AM,OLY0304,"Westphal, S.",10,/,27,0,3.3,3,,
Fall 2012,South,361,CHEM&161  01,GENERAL CHEM W/LAB I,6,MTWTh,11:00 AM,OLY0304,Ashcraft ,27,/,27,0,10.8,7.2,,
Fall 2012,South,362,CHEM&161  25,GENERAL CHEM W/LAB I,6,TTh,6:00 PM,OLY0304,Mosser ,21,/,27,0,8.4,6,,
Fall 2012,South,364,CHEM&161  02,GENERAL CHEM W/LAB I,6,MW,12:00 PM,OLY0304,"Westphal, S.",15,/,27,0,6,5.6,,
Fall 2012,South,385,GEOL&101  01,PHYSICAL GEOLOGY,5,DAILY,11:00 AM,RAH0301,Irving ,24,/,30,0,8,8,0385B232,
Fall 2012,South,397,NTR 150  01,HUMAN NUTRITION,5,DAILY,8:00 AM,UNI0100,Kapp ,18,/,35,0,6,4.7,,
Fall 2012,South,398,NTR 150  02,HUMAN NUTRITION,5,DAILY,11:00 AM,UNI0100,Kapp ,28,/,35,0,9.3,7.7,0398B232,
Fall 2012,South,410,PHYS&114  01,GENERAL PHYSICS I,5,DAILY,7:50 AM,OLY0200,Rogers ,23,/,24,0,7.7,7,0410B232,
Fall 2012,South,412,PHYS&114  25,GENERAL PHYSICS I,5,MW,6:00 PM,OLY0200,Hsieh ,20,/,24,0,6.7,5,0412B232,
Fall 2012,South,414,PHYS&221  01,ENGINEERING PHYSICS I,5,M,2:00 PM,OLY0200,Rogers ,15,/,35,0,5,2.7,,
Fall 2012,South,426,PHYS&221  01,ENGINEERING PHYSICS I,5,MTWF,10:00 AM,UNI0100,Rogers ,24,/,35,0,8,6.3,,
Fall 2012,South,427,PHYS&222  01,ENGINEERING PHYSICS II,5,MTWF,9:00 AM,OLY0200,Muirhead ,26,/,24,0,8.7,6,,
Fall 2012,South,434,SCI 110  01,INTRO TO ROBOTICS,5,MTWTh,12:00 PM,OLY0200,Downs ,12,/,25,0,4,3.7,0434B232,
Fall 2012,South,437,BIOL&241  01,HUMAN A & P 1,5,TThF,7:00 AM,RAH0306,Franco ,13,/,27,0,4.3,4,,
Fall 2012,South,438,BIOL&241  02,HUMAN A & P 1,5,MWF,9:00 AM,RAH0306,Franco ,26,/,27,0,8.7,8.3,,
Fall 2012,South,439,BIOL&241  25,HUMAN A & P 1,5,MW,6:00 PM,RAH0308,Follis ,23,/,27,0,7.7,7.7,,
Fall 2012,South,440,BIOL&241  03,HUMAN A & P 1,5,MWF,10:00 AM,RAH0306,Franco ,24,/,27,0,8,6.7,,
Fall 2012,South,443,BIOL&242  25,HUMAN A & P 2,5,TTh,6:00 PM,RAH0308,Freedman ,16,/,27,0,5.3,5,,
Fall 2012,South,445,BIOL&242  02,HUMAN A & P 2,5,MWF,11:00 AM,RAH0308,Bentson ,18,/,27,0,6,5.3,,
Fall 2012,South,446,BIOL&241  04,HUMAN A & P 1,5,TThF,10:00 AM,RAH0308,Robinson ,20,/,27,0,6.7,6.7,,
Fall 2012,South,450,AME 151  01,SOCIETIES & CULTURES:US,5,DAILY,11:00 AM,RAH0212,Mc Crath ,17,/,35,0,5.7,5.7,0450B232,
Fall 2012,South,467,ECON&201  01,MICRO ECONOMICS,5,Other,9:00 AM,RAH0216,Angel ,32,/,35,0,10.7,6.3,,
Fall 2012,South,468,ECON&202  01,MACRO ECONOMICS,5,Other,11:00 AM,RAH0216,Angel ,31,/,35,0,10.3,5.3,,
Fall 2012,South,472,ENVS 150  01,ENVIRONMNTL ISSUES/PROBL,5,Other,10:00 AM,RAH0205,Walsh ,29,/,35,0,9.7,7.3,,
Fall 2012,South,493,HIST&146  01,US HISTORY I,5,DAILY,9:00 AM,RAH0210,Thompson ,29,/,30,0,9.7,3,0493B232,
Fall 2012,South,495,HIST&148  01,US HISTORY III,5,DAILY,11:00 AM,RAH0210,Thompson ,30,/,30,0,10,5.7,,
Fall 2012,South,497,HIST&148  02,US HISTORY III,5,DAILY,12:00 PM,RAH0210,Thompson ,13,/,30,0,4.3,1,,
Fall 2012,South,503,HIST 211  01,HIST OF THE MIDDLE EAST,5,DAILY,10:00 AM,RAH0214,Othman ,35,/,35,0,11.7,11.3,,
Fall 2012,South,514,PHIL&101  01,INTRO TO PHILOSOPHY,5,DAILY,11:00 AM,RAH0221,Pierce ,20,/,35,0,6.7,6.3,,
Fall 2012,South,530,POLS&203  02,INTERNATIONAL RELATIONS,5,DAILY,9:00 AM,RAH0214,Othman ,33,/,30,0,11,8,0530B232,
Fall 2012,South,538,POLS&202  02,AMERICAN GOVERNMENT,5,DAILY,12:00 PM,RAH0214,Othman ,30,/,35,0,10,3.3,0538B232,
Fall 2012,South,539,POLS&202  01,AMERICAN GOVERNMENT,5,DAILY,11:00 AM,RAH0214,Othman ,33,/,35,0,11,2.3,0539B232,
Fall 2012,South,553,PSYC&100  01,GENERAL PSYCHOLOGY,5,DAILY,9:00 AM,OLY0202,Rice ,34,/,35,0,11.3,9.7,,
Fall 2012,South,554,PSYC&100  03,GENERAL PSYCHOLOGY,5,DAILY,12:00 PM,OLY0202,Larsen ,36,/,35,0,12,11,,
Fall 2012,South,555,PSYC&100  02,GENERAL PSYCHOLOGY,5,DAILY,11:00 AM,OLY0202,Larsen ,39,/,35,0,13,10.3,,
Fall 2012,South,556,PSYC&100  04,GENERAL PSYCHOLOGY,5,DAILY,12:00 PM,OLY0105,Wales ,27,/,35,0,9,7,,
Fall 2012,South,559,PSYC&200  02,LIFESPAN PSYCHOLOGY,5,DAILY,9:00 AM,OLY0105,Larsen ,33,/,35,0,11,11,,
Fall 2012,South,562,PSYC 245  01,SOCIAL PSYCHOLOGY,5,DAILY,10:00 AM,OLY0202,Rice ,19,/,35,0,6.3,5.7,0562B232,
Fall 2012,South,563,SOC 245  01,SOCIAL PSYCHOLOGY,5,DAILY,10:00 AM,OLY0202,Rice ,16,/,35,0,5.3,4.7,0562B232,
Fall 2012,South,576,SOC& 101  01,INTRO TO SOCIOLOGY,5,DAILY,11:00 AM,OLY0105,Stowers ,30,/,30,0,10,9,,
Fall 2012,South,577,SOC& 101  25,INTRO TO SOCIOLOGY,5,TTh,6:00 PM,RAH0212,Mc Crath ,14,/,30,0,4.7,4,,
Fall 2012,South,610,ART 210  25,COMPUTER ART,5,HYBRID - T,6:00 PM,OLY0102,Koutsky ,5,/,25,0,1.7,0.7,0610B232,
Fall 2012,South,611,ART 214  25,ADVANCED COMPUTER ART,5,HYBRID - T,6:00 PM,OLY0102,Koutsky ,3,/,25,0,1,1,0610B232,
Fall 2012,South,614,ART 211  25,SCULPTURE,5,MW,6:00 PM,RAH0111,Lobb ,1,/,25,0,0.3,0.3,0614B232,
Fall 2012,South,615,ART 212  25,SCULPTURE,5,MW,6:00 PM,RAH0111,Lobb ,2,/,25,0,0.7,0.3,0614B232,
Fall 2012,South,617,ART 221  25,CERAMICS,5,MW,6:00 PM,RAH0111,Lobb ,10,/,25,0,3.3,0.7,0614B232,
Fall 2012,South,621,ART 299  27,SPECIAL PROBLEMS IN ART,5,Arr,AR:R M,TBA,Lobb ,2,/,5,0,0,0,0614B232,
Fall 2012,South,628,BIOL&241  77,HUMAN A & P 1,5,HYBRID - Sa,8:00 AM,RAH0308,Wilkinson ,19,/,25,0,6.3,6.3,,
Fall 2012,South,629,BIOL&241  77,HUMAN A & P 1,5,HYBRID - Sa,1:00 PM,RAH0306,Cudaback ,20,/,25,0,6.7,6.7,,
Fall 2012,South,631,BIOL&242  77,HUMAN A & P 2,5,HYBRID - Sa,8:00 PM,RAH0306,Cudaback ,29,/,28,0,9.7,9,,
Fall 2012,South,633,BIOL&260  77,MICROBIOLOGY,5,HYBRID - Sa,8:00 AM,OLY0307,Kemp ,21,/,25,0,7,7,,
Fall 2012,South,637,ENGL&101  25,ENGLISH COMPOSITION I,5,TTh,6:00 PM,OLY0101,Moss ,21,/,28,0,7,3.7,,
Fall 2012,South,638,ENGL&102  25,COMPOSITION II,5,MW,6:00 PM,OLY0101,Moss ,20,/,28,0,6.7,5.7,,
Fall 2012,South,652,MUSC 126  25,BEG. GROUP PIANO 1ST QTR,2,T,6:30 PM,RSB0087,Kincaid ,12,/,20,0,1.6,1.2,0652B232,
Fall 2012,South,653,MUSC 127  25,BEG. GROUP PIANO 2ND QTR,2,T,6:30 PM,RSB0087,Kincaid ,5,/,20,0,0.7,0.3,0652B232,
Fall 2012,South,654,MUSC 128  25,BEG. GROUP PIANO 3RD QTR,2,T,6:30 PM,RSB0087,Kincaid ,1,/,20,0,0.1,0,0652B232,
Fall 2012,South,655,MUSC 221  25,GROUP PIANO 4TH QTR,2,T,6:30 PM,RSB0087,Kincaid ,3,/,20,0,0.4,0.1,0652B232,
Fall 2012,South,658,MUSC 165  25,COMMUNITY CHORALE,2,M,7:00 PM,RSB0080,Herd ,1,/,50,0,0.1,0.1,,
Fall 2012,South,702,BIOL&260  25,MICROBIOLOGY,5,TTh,6:00 PM,OLY0307,Robinson ,23,/,27,0,7.7,7.7,,
Fall 2012,South,703,BIOL&260  26,MICROBIOLOGY,5,MW,6:00 PM,OLY0307,Franco ,24,/,27,0,8,8,,
Fall 2012,South,724,UGR 214  01,INTRO TO SCIENTIFIC RSCH,3,HYBRID - T,1:30 PM,OLY0307,Rogers ,4,/,27,0,0.8,0.8,0724B232,
Fall 2012,South,725,UGR 294  01,INDEPENDENT RESEARCH,5,HYBRID - Arr,AR:R M,TBA,Rogers ,2,/,5,0,0.7,0.7,0724B232,
